Topic;;Title;;Published;;Viewership;;Description;;Skills
Artificial-Intelligence-Foundations;;Edge AI: Tools and Best Practices for Building AI Applications at the Edge;;2024-01-09;;1595;;Get a comprehensive introduction to the unique features, benefits, common challenges, and best practices of building edge AI applications.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;Building a Video Transcriber with Node.js and Google AI Speech-To-Text API;;2023-12-15;;0;;Learn how to transcribe audio from video by integrating Node.js applications with the Google AI Speech-to-Text API.;;Machine Transcription
Artificial-Intelligence-Foundations;;Building a Video Transcriber with Node.js and Google AI Speech-To-Text API;;2023-12-15;;0;;Learn how to transcribe audio from video by integrating Node.js applications with the Google AI Speech-to-Text API.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;Building a Video Transcriber with Node.js and Google AI Speech-To-Text API;;2023-12-15;;0;;Learn how to transcribe audio from video by integrating Node.js applications with the Google AI Speech-to-Text API.;;Node.js
Artificial-Intelligence-Foundations;;Machine Learning & AI Foundations: Linear Regression;;2018-05-30;;66123;;Expand your data science skills by learning how to leverage the concepts of linear regression to solve real-world problems.;;Machine Learning
Artificial-Intelligence-Foundations;;Machine Learning & AI Foundations: Linear Regression;;2018-05-30;;66123;;Expand your data science skills by learning how to leverage the concepts of linear regression to solve real-world problems.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;Machine Learning & AI Foundations: Linear Regression;;2018-05-30;;66123;;Expand your data science skills by learning how to leverage the concepts of linear regression to solve real-world problems.;;Linear Regression
Artificial-Intelligence-Foundations;;Azure AI Engineer Associate (AI-102) Cert Prep: Implement Knowledge Mining Solutions and Document Intelligence Solutions;;2024-03-20;;1258;;Learn how to implement knowledge mining and document intelligence solutions to prepare for the Azure AI Engineer Associate (AI-102) exam.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;Azure AI Engineer Associate (AI-102) Cert Prep: Implement Knowledge Mining Solutions and Document Intelligence Solutions;;2024-03-20;;1258;;Learn how to implement knowledge mining and document intelligence solutions to prepare for the Azure AI Engineer Associate (AI-102) exam.;;Microsoft Azure
Artificial-Intelligence-Foundations;;Programming Foundations: Artificial Intelligence;;2024-09-10;;1412;;Explore AI fundamentals, ethical implications, and practical skills, to ensure you remain at the forefront of technological innovation and ethical responsibility.;;Programming
Artificial-Intelligence-Foundations;;Programming Foundations: Artificial Intelligence;;2024-09-10;;1412;;Explore AI fundamentals, ethical implications, and practical skills, to ensure you remain at the forefront of technological innovation and ethical responsibility.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;AI Show: Building Recommender Systems;;2023-05-02;;0;;On this episode of the AI Show, learn about building Recommenders systems.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;AI Show: Building Recommender Systems;;2023-05-02;;0;;On this episode of the AI Show, learn about building Recommenders systems.;;Recommender Systems
Artificial-Intelligence-Foundations;;AI Show: Building Recommender Systems;;2023-05-02;;0;;On this episode of the AI Show, learn about building Recommenders systems.;;Microsoft Azure
Artificial-Intelligence-Foundations;;Machine Learning and AI Foundations: Recommendations;;2017-04-10;;67493;;This project-based course shows programmers of all skill levels how to use machine learning to build programs that can make recommendations—like recommending new products.;;Machine Learning
Artificial-Intelligence-Foundations;;Machine Learning and AI Foundations: Recommendations;;2017-04-10;;67493;;This project-based course shows programmers of all skill levels how to use machine learning to build programs that can make recommendations—like recommending new products.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;Machine Learning and AI Foundations: Recommendations;;2017-04-10;;67493;;This project-based course shows programmers of all skill levels how to use machine learning to build programs that can make recommendations—like recommending new products.;;Recommender Systems
Artificial-Intelligence-Foundations;;Microsoft Azure AI Fundamentals (AI-900) Exam Tips;;2020-10-06;;24181;;Explore AI-900 certification exam topics and the capabilities Microsoft AI. Learn about cognitive services, machine learning, image analysis, natural language processing, and more.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;Microsoft Azure AI Fundamentals (AI-900) Exam Tips;;2020-10-06;;24181;;Explore AI-900 certification exam topics and the capabilities Microsoft AI. Learn about cognitive services, machine learning, image analysis, natural language processing, and more.;;Big Data
Artificial-Intelligence-Foundations;;Microsoft Azure AI Fundamentals (AI-900) Exam Tips;;2020-10-06;;24181;;Explore AI-900 certification exam topics and the capabilities Microsoft AI. Learn about cognitive services, machine learning, image analysis, natural language processing, and more.;;Microsoft Azure
Artificial-Intelligence-Foundations;;Agentic AI: Building Data-First AI Agents;;2024-07-25;;1876;;Explore the biggest data challenges organizations face today when implementing AI, including data quality, privacy, integration, and bias, and learn strategies to overcome them.;;AI Agents
Artificial-Intelligence-Foundations;;Agentic AI: Building Data-First AI Agents;;2024-07-25;;1876;;Explore the biggest data challenges organizations face today when implementing AI, including data quality, privacy, integration, and bias, and learn strategies to overcome them.;;AI Productivity
Artificial-Intelligence-Foundations;;Agentic AI: Building Data-First AI Agents;;2024-07-25;;1876;;Explore the biggest data challenges organizations face today when implementing AI, including data quality, privacy, integration, and bias, and learn strategies to overcome them.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;Learning XAI: Explainable Artificial Intelligence;;2019-02-22;;39193;;Learn how explainable artificial intelligence (XAI) works and how it will impact data science-related projects and businesses.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;Artificial General Intelligence: The Technology, Impact, and Ethics;;2024-07-18;;3512;;Explore the potential of artificial general intelligence while examining what we know, what we need to learn, and how our AGI-enabled future might serve humanity's best interests.;;Responsible AI
Artificial-Intelligence-Foundations;;Artificial General Intelligence: The Technology, Impact, and Ethics;;2024-07-18;;3512;;Explore the potential of artificial general intelligence while examining what we know, what we need to learn, and how our AGI-enabled future might serve humanity's best interests.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;LLM Foundations: Vector Databases for Caching and Retrieval Augmented Generation (RAG);;2024-02-23;;4559;;Learn about the basics of vector databases and how to use them in LLM caching and retrieval-augmented generation.;;Vector Databases
Artificial-Intelligence-Foundations;;LLM Foundations: Vector Databases for Caching and Retrieval Augmented Generation (RAG);;2024-02-23;;4559;;Learn about the basics of vector databases and how to use them in LLM caching and retrieval-augmented generation.;;Large Language Models (LLM)
Artificial-Intelligence-Foundations;;LLM Foundations: Vector Databases for Caching and Retrieval Augmented Generation (RAG);;2024-02-23;;4559;;Learn about the basics of vector databases and how to use them in LLM caching and retrieval-augmented generation.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;Transitioning into Machine Learning Engineering;;2022-09-19;;8731;;Develop skills to transition from data science or software development into a new career in machine learning engineering.;;Machine Learning
Artificial-Intelligence-Foundations;;Transitioning into Machine Learning Engineering;;2022-09-19;;8731;;Develop skills to transition from data science or software development into a new career in machine learning engineering.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;Transitioning into Machine Learning Engineering;;2022-09-19;;8731;;Develop skills to transition from data science or software development into a new career in machine learning engineering.;;Career Management
Artificial-Intelligence-Foundations;;Introduction to Multimodal Prompting for Generative AI;;2024-06-26;;2020;;Learn how you can leverage modern AI systems that utilize multimodality.;;Multimodal Prompting
Artificial-Intelligence-Foundations;;Introduction to Multimodal Prompting for Generative AI;;2024-06-26;;2020;;Learn how you can leverage modern AI systems that utilize multimodality.;;AI Prompting
Artificial-Intelligence-Foundations;;Introduction to Multimodal Prompting for Generative AI;;2024-06-26;;2020;;Learn how you can leverage modern AI systems that utilize multimodality.;;Prompt Engineering
Artificial-Intelligence-Foundations;;Introduction to Multimodal Prompting for Generative AI;;2024-06-26;;2020;;Learn how you can leverage modern AI systems that utilize multimodality.;;Generative AI
Artificial-Intelligence-Foundations;;AI Text Summarization with Hugging Face;;2023-10-30;;2965;;Learn how to use text summarization with the Hugging Face AI.;;Automatic Text Summarization
Artificial-Intelligence-Foundations;;AI Text Summarization with Hugging Face;;2023-10-30;;2965;;Learn how to use text summarization with the Hugging Face AI.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;AI Pair Programming with GitHub Copilot X;;2023-09-19;;3379;;Learn how to streamline software development workflows using AI pair programming with GitHub Copilot X.;;Pair Programming
Artificial-Intelligence-Foundations;;AI Pair Programming with GitHub Copilot X;;2023-09-19;;3379;;Learn how to streamline software development workflows using AI pair programming with GitHub Copilot X.;;GitHub Copilot
Artificial-Intelligence-Foundations;;AI Pair Programming with GitHub Copilot X;;2023-09-19;;3379;;Learn how to streamline software development workflows using AI pair programming with GitHub Copilot X.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;Exploring the Future of Development with GitHub Copilot Workspace;;2024-08-27;;4518;;Understand the future of software development with GitHub’s new AI-driven environment, Copilot Workspace, which helps you plan and implement your process.;;AI Software Development
Artificial-Intelligence-Foundations;;Exploring the Future of Development with GitHub Copilot Workspace;;2024-08-27;;4518;;Understand the future of software development with GitHub’s new AI-driven environment, Copilot Workspace, which helps you plan and implement your process.;;GitHub Copilot
Artificial-Intelligence-Foundations;;Exploring the Future of Development with GitHub Copilot Workspace;;2024-08-27;;4518;;Understand the future of software development with GitHub’s new AI-driven environment, Copilot Workspace, which helps you plan and implement your process.;;Software Development
Artificial-Intelligence-Foundations;;Applied AI for Human Resources;;2020-08-05;;52013;;Learn how to use AI to solve common HR challenges, such as recommending training and screening candidates, and to improve employee hiring, satisfaction, and retention.;;Artificial Intelligence for Business
Artificial-Intelligence-Foundations;;Applied AI for Human Resources;;2020-08-05;;52013;;Learn how to use AI to solve common HR challenges, such as recommending training and screening candidates, and to improve employee hiring, satisfaction, and retention.;;Human Resources (HR)
Artificial-Intelligence-Foundations;;Applied AI for Human Resources;;2020-08-05;;52013;;Learn how to use AI to solve common HR challenges, such as recommending training and screening candidates, and to improve employee hiring, satisfaction, and retention.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;AI in Connected Products (AIOT);;2023-05-24;;8032;;Learn the foundations of AI from IoT-connected products using no-code AI and gain knowledge needed to enhance your career and drive business innovation.;;Natural Language Processing (NLP)
Artificial-Intelligence-Foundations;;AI in Connected Products (AIOT);;2023-05-24;;8032;;Learn the foundations of AI from IoT-connected products using no-code AI and gain knowledge needed to enhance your career and drive business innovation.;;Internet of Things (IoT)
Artificial-Intelligence-Foundations;;AI in Connected Products (AIOT);;2023-05-24;;8032;;Learn the foundations of AI from IoT-connected products using no-code AI and gain knowledge needed to enhance your career and drive business innovation.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;Top 10 Skills for Computational Linguistics;;2022-09-09;;5575;;Learn the top ten skills of computational linguists to build out your professional toolbox and boost your career.;;Computational Linguistics
Artificial-Intelligence-Foundations;;Top 10 Skills for Computational Linguistics;;2022-09-09;;5575;;Learn the top ten skills of computational linguists to build out your professional toolbox and boost your career.;;Data Science
Artificial-Intelligence-Foundations;;Top 10 Skills for Computational Linguistics;;2022-09-09;;5575;;Learn the top ten skills of computational linguists to build out your professional toolbox and boost your career.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;Machine Learning and AI Foundations: Decision Trees with KNIME;;2022-06-22;;7701;;Expand your data science skills and establish a strong foundation in codeless machine learning.;;Decision Trees
Artificial-Intelligence-Foundations;;Machine Learning and AI Foundations: Decision Trees with KNIME;;2022-06-22;;7701;;Expand your data science skills and establish a strong foundation in codeless machine learning.;;Knime
Artificial-Intelligence-Foundations;;Machine Learning and AI Foundations: Decision Trees with KNIME;;2022-06-22;;7701;;Expand your data science skills and establish a strong foundation in codeless machine learning.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;Executive Guide to AutoML;;2023-04-03;;1595;;Learn about AutoML, the opportunities and challenges that arise in attempting to automate machine learning, and how this automation affects your organization.;;Automated Machine Learning (AutoML)
Artificial-Intelligence-Foundations;;Executive Guide to AutoML;;2023-04-03;;1595;;Learn about AutoML, the opportunities and challenges that arise in attempting to automate machine learning, and how this automation affects your organization.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;Generative AI and Predictive AI in the Cloud: Foundational Concepts and Scenarios;;2024-02-28;;5777;;Discover this easy-to-understand course for beginners that teaches the fundamentals of generative AI and predictive AI, as well as how they can relate to cloud computing.;;Generative AI
Artificial-Intelligence-Foundations;;Generative AI and Predictive AI in the Cloud: Foundational Concepts and Scenarios;;2024-02-28;;5777;;Discover this easy-to-understand course for beginners that teaches the fundamentals of generative AI and predictive AI, as well as how they can relate to cloud computing.;;Cloud Computing
Artificial-Intelligence-Foundations;;Generative AI and Predictive AI in the Cloud: Foundational Concepts and Scenarios;;2024-02-28;;5777;;Discover this easy-to-understand course for beginners that teaches the fundamentals of generative AI and predictive AI, as well as how they can relate to cloud computing.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;Safeguarding AI;;2019-12-16;;8152;;Make sure your organization is using artificial intelligence for good. Explore the ethical, legal, and strategic issues guiding the use of AI and machine learning.;;Responsible AI
Artificial-Intelligence-Foundations;;Safeguarding AI;;2019-12-16;;8152;;Make sure your organization is using artificial intelligence for good. Explore the ethical, legal, and strategic issues guiding the use of AI and machine learning.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;AI Pair Programming with GitHub Copilot;;2022-09-01;;21915;;Learn how to streamline software development workflows using AI pair programming with GitHub Copilot.;;Pair Programming
Artificial-Intelligence-Foundations;;AI Pair Programming with GitHub Copilot;;2022-09-01;;21915;;Learn how to streamline software development workflows using AI pair programming with GitHub Copilot.;;GitHub Copilot
Artificial-Intelligence-Foundations;;AI Pair Programming with GitHub Copilot;;2022-09-01;;21915;;Learn how to streamline software development workflows using AI pair programming with GitHub Copilot.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;Machine Learning and AI Foundations: Causal Inference and Modeling;;2022-07-22;;8225;;Learn about the modeling techniques and experimental designs that allow you to establish causal inference, and how to use them.;;Causal Inference
Artificial-Intelligence-Foundations;;Machine Learning and AI Foundations: Causal Inference and Modeling;;2022-07-22;;8225;;Learn about the modeling techniques and experimental designs that allow you to establish causal inference, and how to use them.;;Machine Learning
Artificial-Intelligence-Foundations;;Machine Learning and AI Foundations: Causal Inference and Modeling;;2022-07-22;;8225;;Learn about the modeling techniques and experimental designs that allow you to establish causal inference, and how to use them.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;Rust Programming: From Fundamentals to Advanced Concepts with AI-Assisted Development;;2024-09-25;;0;;Learn to start coding from scratch in this comprehensive course for beginners and experienced programmers—no prior Rust knowledge required.;;AI Software Development
Artificial-Intelligence-Foundations;;Rust Programming: From Fundamentals to Advanced Concepts with AI-Assisted Development;;2024-09-25;;0;;Learn to start coding from scratch in this comprehensive course for beginners and experienced programmers—no prior Rust knowledge required.;;Rust (Programming Language)
Artificial-Intelligence-Foundations;;GPT-4 Foundations: Building AI-Powered Apps;;2023-06-22;;79495;;Learn the basics of prompting and connecting prompts together to build a small application with GPT-4.;;AI Software Development
Artificial-Intelligence-Foundations;;GPT-4 Foundations: Building AI-Powered Apps;;2023-06-22;;79495;;Learn the basics of prompting and connecting prompts together to build a small application with GPT-4.;;GPT-4
Artificial-Intelligence-Foundations;;GPT-4 Foundations: Building AI-Powered Apps;;2023-06-22;;79495;;Learn the basics of prompting and connecting prompts together to build a small application with GPT-4.;;Generative AI
Artificial-Intelligence-Foundations;;Delivering Data-Driven Decisions with AWS: Applying Machine Learning, Data Engineering, and Generative AI;;2024-01-02;;3326;;Learn about generative AI, data engineering, and machine learning on Amazon Web Services to turn data into insights for decision-making.;;Data-driven Decision Making
Artificial-Intelligence-Foundations;;Delivering Data-Driven Decisions with AWS: Applying Machine Learning, Data Engineering, and Generative AI;;2024-01-02;;3326;;Learn about generative AI, data engineering, and machine learning on Amazon Web Services to turn data into insights for decision-making.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;Delivering Data-Driven Decisions with AWS: Applying Machine Learning, Data Engineering, and Generative AI;;2024-01-02;;3326;;Learn about generative AI, data engineering, and machine learning on Amazon Web Services to turn data into insights for decision-making.;;Amazon Web Services (AWS)
Artificial-Intelligence-Foundations;;AI in Cybersecurity: The Future of Red Teaming and Blue Teaming;;2024-06-07;;4206;;Learn how to leverage AI to enhance the effectiveness of an organization's cybersecurity posture.;;Red Teaming
Artificial-Intelligence-Foundations;;AI in Cybersecurity: The Future of Red Teaming and Blue Teaming;;2024-06-07;;4206;;Learn how to leverage AI to enhance the effectiveness of an organization's cybersecurity posture.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;AI in Cybersecurity: The Future of Red Teaming and Blue Teaming;;2024-06-07;;4206;;Learn how to leverage AI to enhance the effectiveness of an organization's cybersecurity posture.;;Cybersecurity
Artificial-Intelligence-Foundations;;Ya Xu: How to Turn AI from a Buzz Word to a Business Tool;;2023-06-28;;3657;;Explore the opportunities and challenges presented by AI with Ya Xu, the head of data and AI at LinkedIn.;;Artificial Intelligence for Business
Artificial-Intelligence-Foundations;;Ya Xu: How to Turn AI from a Buzz Word to a Business Tool;;2023-06-28;;3657;;Explore the opportunities and challenges presented by AI with Ya Xu, the head of data and AI at LinkedIn.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;Ya Xu: How to Turn AI from a Buzz Word to a Business Tool;;2023-06-28;;3657;;Explore the opportunities and challenges presented by AI with Ya Xu, the head of data and AI at LinkedIn.;;Business Technology
Artificial-Intelligence-Foundations;;Foundations of Responsible AI;;2022-08-02;;25029;;Learn about the practices needed to perform fairness testing and implement responsible AI systems.;;Responsible AI
Artificial-Intelligence-Foundations;;Foundations of Responsible AI;;2022-08-02;;25029;;Learn about the practices needed to perform fairness testing and implement responsible AI systems.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;Hands-On AI: Build a Generative Language Model from Scratch;;2023-09-13;;48668;;Learn how to build your own artificial intelligence applications from scratch.;;Language Modeling
Artificial-Intelligence-Foundations;;Hands-On AI: Build a Generative Language Model from Scratch;;2023-09-13;;48668;;Learn how to build your own artificial intelligence applications from scratch.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;Hands-On AI: Build a Generative Language Model from Scratch;;2023-09-13;;48668;;Learn how to build your own artificial intelligence applications from scratch.;;Natural Language Generation
Artificial-Intelligence-Foundations;;Azure AI Engineering: Speech, Language, and Vision Solutions;;2024-06-07;;0;;Learn how to build and implement AI-powered solutions using Microsoft Azure services.;;Artificial Intelligence (AI)
Artificial-Intelligence-Foundations;;Azure AI Engineering: Speech, Language, and Vision Solutions;;2024-06-07;;0;;Learn how to build and implement AI-powered solutions using Microsoft Azure services.;;Application Development
Artificial-Intelligence-Foundations;;Azure AI Engineering: Speech, Language, and Vision Solutions;;2024-06-07;;0;;Learn how to build and implement AI-powered solutions using Microsoft Azure services.;;Microsoft Azure
Generative-AI;;Exploring Million-Token Models with Google Gemini Pro 1.5;;2024-04-22;;5123;;Explore Google Gemini Pro 1.5's groundbreaking million-token capacity, reshaping the future of AI prompting and understanding.;;Google Gemini
Generative-AI;;Exploring Million-Token Models with Google Gemini Pro 1.5;;2024-04-22;;5123;;Explore Google Gemini Pro 1.5's groundbreaking million-token capacity, reshaping the future of AI prompting and understanding.;;Large Language Models (LLM)
Generative-AI;;Exploring Million-Token Models with Google Gemini Pro 1.5;;2024-04-22;;5123;;Explore Google Gemini Pro 1.5's groundbreaking million-token capacity, reshaping the future of AI prompting and understanding.;;Chatbot Development
Generative-AI;;Ethics in the Age of Generative AI;;2023-05-25;;395293;;Learn why ethical considerations are a critical part of the generative AI creation and deployment process and explore ways to address these ethical challenges.;;Responsible AI
Generative-AI;;Ethics in the Age of Generative AI;;2023-05-25;;395293;;Learn why ethical considerations are a critical part of the generative AI creation and deployment process and explore ways to address these ethical challenges.;;Generative AI
Generative-AI;;Ethics in the Age of Generative AI;;2023-05-25;;395293;;Learn why ethical considerations are a critical part of the generative AI creation and deployment process and explore ways to address these ethical challenges.;;Computer Ethics
Generative-AI;;Google Gemini: Get Started with Google's AI Assistant;;2024-04-22;;18431;;Use Gemini, the AI assistant from Google to get answers to questions, draft new content, or get help inside of Google Workspace apps like Gmail, Google Docs, and Google Sheets.;;Google Gemini
Generative-AI;;Google Gemini: Get Started with Google's AI Assistant;;2024-04-22;;18431;;Use Gemini, the AI assistant from Google to get answers to questions, draft new content, or get help inside of Google Workspace apps like Gmail, Google Docs, and Google Sheets.;;Artificial Intelligence for Business
Generative-AI;;Agentic AI for Developers: Concepts and Application for Enterprises;;2024-09-16;;0;;Learn about the concepts and applications of agentic AI to build transformative use cases for enterprises.;;AI Software Development
Generative-AI;;Agentic AI for Developers: Concepts and Application for Enterprises;;2024-09-16;;0;;Learn about the concepts and applications of agentic AI to build transformative use cases for enterprises.;;AI Agents
Generative-AI;;Agentic AI for Developers: Concepts and Application for Enterprises;;2024-09-16;;0;;Learn about the concepts and applications of agentic AI to build transformative use cases for enterprises.;;Generative AI
Generative-AI;;OpenAI API: Working with Files;;2024-02-05;;2778;;Learn how to use the OpenAI Files API to manage data more efficiently and handle large datasets securely and effectively.;;OpenAI API
Generative-AI;;OpenAI API: Working with Files;;2024-02-05;;2778;;Learn how to use the OpenAI Files API to manage data more efficiently and handle large datasets securely and effectively.;;OpenAI Products
Generative-AI;;OpenAI API: Working with Files;;2024-02-05;;2778;;Learn how to use the OpenAI Files API to manage data more efficiently and handle large datasets securely and effectively.;;API Development
Generative-AI;;GPT-4: The New GPT Release and What You Need to Know;;2023-04-19;;158524;;Get a sneak peek at GPT-4, the latest version of the popular AI software that interacts with large language models and generates content as natural text or code.;;GPT-4
Generative-AI;;GPT-4: The New GPT Release and What You Need to Know;;2023-04-19;;158524;;Get a sneak peek at GPT-4, the latest version of the popular AI software that interacts with large language models and generates content as natural text or code.;;Generative AI
Generative-AI;;What Is Generative AI?;;2023-03-15;;1462450;;Learn about the basics of generative AI, including its history, popular models, how it works, ethical implications, and much more.;;Generative AI Tools
Generative-AI;;What Is Generative AI?;;2023-03-15;;1462450;;Learn about the basics of generative AI, including its history, popular models, how it works, ethical implications, and much more.;;Generative AI
Generative-AI;;What Is Generative AI?;;2023-03-15;;1462450;;Learn about the basics of generative AI, including its history, popular models, how it works, ethical implications, and much more.;;Artificial Intelligence (AI)
Generative-AI;;Azure OpenAI Services Security;;2024-08-19;;3188;;Learn how to implement controls for securing the usage of Azure OpenAI services in an enterprise environment. See how to configure policies for securing cloud architecture.;;OpenAI API
Generative-AI;;Azure OpenAI Services Security;;2024-08-19;;3188;;Learn how to implement controls for securing the usage of Azure OpenAI services in an enterprise environment. See how to configure policies for securing cloud architecture.;;Cloud Security
Generative-AI;;Azure OpenAI Services Security;;2024-08-19;;3188;;Learn how to implement controls for securing the usage of Azure OpenAI services in an enterprise environment. See how to configure policies for securing cloud architecture.;;Microsoft Azure
Generative-AI;;Prompt Engineering with ChatGPT;;2024-04-22;;18311;;Learn how to boost your productivity by leveraging powerful prompt engineering techniques with cutting-edge AI tools such as ChatGPT.;;Prompt Engineering
Generative-AI;;Prompt Engineering with ChatGPT;;2024-04-22;;18311;;Learn how to boost your productivity by leveraging powerful prompt engineering techniques with cutting-edge AI tools such as ChatGPT.;;ChatGPT
Generative-AI;;Building Skills with Semantic Kernel;;2023-04-17;;7204;;Level up your skills with Semantic Kernel, the new face of AI-powered development that helps integrate LLM AI capabilities into applications.;;Software Development
Generative-AI;;Building Skills with Semantic Kernel;;2023-04-17;;7204;;Level up your skills with Semantic Kernel, the new face of AI-powered development that helps integrate LLM AI capabilities into applications.;;Large Language Models (LLM)
Generative-AI;;Building Skills with Semantic Kernel;;2023-04-17;;7204;;Level up your skills with Semantic Kernel, the new face of AI-powered development that helps integrate LLM AI capabilities into applications.;;Generative AI
Generative-AI;;Building Skills with Semantic Kernel;;2023-04-17;;7204;;Level up your skills with Semantic Kernel, the new face of AI-powered development that helps integrate LLM AI capabilities into applications.;;Artificial Intelligence (AI)
Generative-AI;;AI Show: The Basics of Prompt Engineering with Azure OpenAI Service;;2023-07-14;;15134;;On this episode of the AI Show, explore the basics of prompt engineering with Azure OpenAI Service.;;Prompt Engineering
Generative-AI;;AI Show: The Basics of Prompt Engineering with Azure OpenAI Service;;2023-07-14;;15134;;On this episode of the AI Show, explore the basics of prompt engineering with Azure OpenAI Service.;;Microsoft Azure
Generative-AI;;Prompt Flow: Hands-On;;2024-09-12;;1358;;Develop LLM-based AI apps with Prompt Flow. Create, analyze, and evaluate workflows linking LLMs, prompts, and Python code. Ensure production-quality apps through effective debugging and performance evaluation.;;AI Software Development
Generative-AI;;Prompt Flow: Hands-On;;2024-09-12;;1358;;Develop LLM-based AI apps with Prompt Flow. Create, analyze, and evaluate workflows linking LLMs, prompts, and Python code. Ensure production-quality apps through effective debugging and performance evaluation.;;Prompt Flow
Generative-AI;;Learning Amazon Bedrock;;2024-03-19;;3708;;Get a thorough introduction to Amazon Bedrock, a Generative AI/LLM product addition to the AWS ecosystem.;;Amazon Bedrock
Generative-AI;;Learning Amazon Bedrock;;2024-03-19;;3708;;Get a thorough introduction to Amazon Bedrock, a Generative AI/LLM product addition to the AWS ecosystem.;;MLOps
Generative-AI;;Generative AI and Open Source Models: Hands-On Practice with Hugging Face Models;;2024-09-26;;0;;Gain a deep understanding of text generation with LLMs, from tokenization to controlling output, using advanced techniques.;;Open-Source Development
Generative-AI;;Generative AI and Open Source Models: Hands-On Practice with Hugging Face Models;;2024-09-26;;0;;Gain a deep understanding of text generation with LLMs, from tokenization to controlling output, using advanced techniques.;;Generative AI
Generative-AI;;Introducing Semantic Kernel: Building AI-Based Apps;;2023-03-17;;50880;;Get an overview of Semantic Kernel (SK), the latest addition to the Microsoft AI ecosystem that leverages LLMs and AI models to revolutionize software development.;;AI Software Development
Generative-AI;;Introducing Semantic Kernel: Building AI-Based Apps;;2023-03-17;;50880;;Get an overview of Semantic Kernel (SK), the latest addition to the Microsoft AI ecosystem that leverages LLMs and AI models to revolutionize software development.;;Semantic Kernel
Generative-AI;;Introducing Semantic Kernel: Building AI-Based Apps;;2023-03-17;;50880;;Get an overview of Semantic Kernel (SK), the latest addition to the Microsoft AI ecosystem that leverages LLMs and AI models to revolutionize software development.;;Generative AI
Generative-AI;;Generative AI for Business Leaders;;2023-03-15;;341391;;Learn about the key issues and implications that global business leaders need to consider about generative artificial intelligence as they lead their companies into the future.;;Artificial Intelligence for Business
Generative-AI;;Generative AI for Business Leaders;;2023-03-15;;341391;;Learn about the key issues and implications that global business leaders need to consider about generative artificial intelligence as they lead their companies into the future.;;Generative AI
Generative-AI;;Building Agents with Vertex AI;;2024-09-30;;0;;Vertex AI provides a low-code path to building advanced AI agents. Learn how to build agents that connect to external APIs, leverage documents for RAG, and synthesize web content.;;Generative AI
Generative-AI;;Building Agents with Vertex AI;;2024-09-30;;0;;Vertex AI provides a low-code path to building advanced AI agents. Learn how to build agents that connect to external APIs, leverage documents for RAG, and synthesize web content.;;Vertex
Generative-AI;;Building Agents with Vertex AI;;2024-09-30;;0;;Vertex AI provides a low-code path to building advanced AI agents. Learn how to build agents that connect to external APIs, leverage documents for RAG, and synthesize web content.;;Intelligent Agents
Generative-AI;;Building in Azure AI Studio;;2024-06-27;;1397;;Learn how to get started quickly with Azure AI Studio to create AI solutions.;;AI Software Development
Generative-AI;;Building in Azure AI Studio;;2024-06-27;;1397;;Learn how to get started quickly with Azure AI Studio to create AI solutions.;;Azure AI Studio
Generative-AI;;Introduction to Prompt Engineering for Generative AI;;2024-08-28;;6296;;Learn how to craft high-impact prompts for generative AI tools such as Copilot, ChatGPT, Gemini, and Claude, with hands-on practice.;;AI Prompting
Generative-AI;;Introduction to Prompt Engineering for Generative AI;;2024-08-28;;6296;;Learn how to craft high-impact prompts for generative AI tools such as Copilot, ChatGPT, Gemini, and Claude, with hands-on practice.;;Prompt Engineering
