0;1;2;3;4;5
Data-Science;SAS® 9.4 Cert Prep: Part 01 SAS Programming Essentials;2020-01-06;48650;Prepare to take the SAS 9.4 certification exam. Learn SAS programming essentials to handle the most common data processing tasks with code.;['SAS (Programming Language)']
Data-Science;Business Analytics: Marketing Data;2020-06-02;58327;Get more value from your organization's sales data. Discover how to use business analytics tools and techniques to create actionable insights, generate more leads, and close more deals.;['Marketing Analytics']
Data-Science;Delivering Data-Driven Decisions with AWS: Applying Machine Learning, Data Engineering, and Generative AI;2024-01-02;3346;Learn about generative AI, data engineering, and machine learning on Amazon Web Services to turn data into insights for decision-making.;['Data-driven Decision Making', 'Artificial Intelligence (AI)', 'Amazon Web Services (AWS)']
Data-Science;Microsoft Power Apps Essential Training: Beyond the Basics;2020-09-14;43068;Do more with Microsoft Power Apps. Learn how to create and deploy data-driven mobile applications without writing any code.;['Microsoft Power Apps']
Data-Science;Python Data Structures: Dictionaries;2020-07-08;18102;Learn how to use dictionaries to store and retrieve unordered data in Python.;['Data Structures', 'Python (Programming Language)']
Data-Science;SAP Financials Essential Training;2022-12-20;58357;Learn how to use the financial accounting module of SAP ERP.;['SAP FI', 'SAP ERP']
Data-Science;Using Tableau to Discover Powerful Business Insights;2022-03-01;29154;Learn how to use Tableau to create, export, and share data visualizations that can offer you powerful business insights.;['Tableau', 'Business Analysis']
Data-Science;SAS® 9.4 Cert Prep: Part 12 Combining Tables;2020-01-07;5332;Prepare to take the SAS 9.4 certification exam. Learn how to consolidate your data by combining tables with the SAS DATA step.;['SAS (Software)']
Data-Science;Machine Learning Foundations: Calculus;2023-03-07;18744;Learn the basics of calculus concepts and techniques used to design and implement ML algorithms.;['Calculus', 'Machine Learning']
Data-Science;Geospatial Data Analytics Essential Training;2024-09-04;6974;Get an overview of the geospatial data industry and hands-on experience exploring, visualizing, and analyzing geospatial data using several Python-based data science tools.;['Geographic Information Systems (GIS)', 'Geospatial Data', 'Python (Programming Language)']
Data-Science;Transitioning to a Career in Cybersecurity;2024-01-18;3167;Learn how to leverage the skills and experience you already have to transition from your current career to a lucrative and successful career in cybersecurity.;['Tech Career Skills', 'Career Transitioning', 'Cybersecurity']
Data-Science;Using SQL with Python;2021-07-12;80319;If you already know SQL and Python, learn the power of using these two languages together.;['SQL', 'Python (Programming Language)']
Data-Science;Apache Flink: Real-Time Data Engineering;2020-02-20;8950;Discover how to build a real-time stream processing pipeline with Apache Fink. Learn about the platform's windowing, event-time processing, and state management features.;['Apache Flink']
Data-Science;Data Analysis with Python and Pandas;2024-09-30;0;Master the basics of NumPy and pandas for data analysis, and learn how to explore, transform, aggregate, join and visualize data with Python.;['Pandas (Software)', 'Data Analysis', 'Python (Programming Language)']
Data-Science;Learning Data Analytics: 1 Foundations;2021-04-22;583812;This course covers foundational data analysis skills such as thinking like an analyst, gathering useful data, SQL queries, data cleaning, and more. Are you ready to be an analyst?;['Data Analytics']
Data-Science;Emotional Intelligence for Cybersecurity Professionals;2024-01-24;1463;Get the knowledge you need to develop your own plan to improve emotional intelligence skills.;['Cybersecurity Careers', 'Tech Career Skills', 'Emotional Intelligence']
Data-Science;Microsoft Power Platform Fundamentals (PL-900) Cert Prep: Power Virtual Agents;2022-09-15;4291;Learn about Power Virtual Agents as part of your preparations for the Microsoft Power Platform Fundamentals (PL-900) certification exam.;['Microsoft Power Platform', 'Microsoft Power Virtual Agents']
Data-Science;Coding Exercises: pandas;2022-03-29;6071;Test your pandas knowledge with this edition of Code Challenges.;['Pandas (Software)']
Data-Science;Introduction to Data Science;2023-07-31;30701;Get to know the exciting world of data science in this beginner-friendly course.;['Data Science']
Data-Science;Marketing Attribution and Mix Modeling;2021-10-11;14510;Learn the techniques to accurately measure the impact of your marketing and advertising efforts.;['Marketing Mix Modeling', 'Marketing Attribution']
Data-Science;Predictive Analytics Essential Training: Estimating and Ensuring ROI;2021-05-24;12928;Turn predictive analytics into a profit center at your organization. Learn how to measure the return on investment (ROI) and prove the long-term value of your projects.;['Predictive Analytics']
Data-Science;Prepare for Your Data Science Interview;2021-08-30;6771;Get ready for your data science interview with practical tips, downloadable guides, a mock interview, and more.;['Interview Preparation', 'Tech Career Skills', 'Data Science']
Data-Science;Data-Backed Decision Making;2024-03-05;2998;Learn how to leverage data more effectively when telling stories, sharing information, and making organizational decisions.;['Data-driven Decision Making']
Data-Science;Defining Your Data Career Path;2022-12-09;9245;Find out what your options are for data career paths and what you would need to do to pursue them.;['Tech Career Skills', 'Data Science', 'Career Management']
Data-Science;Implementing a Data Warehouse with SQL Server 2022;2023-01-31;33129;Learn how to create a long-term data storage solution using local SQL Server instances and cloud-based Azure Dedicated SQL Pools.;['Data Warehousing', 'Microsoft SQL Server']
Data-Science;Microsoft Power Platform Fundamentals (PL-900) Cert Prep: 3 Power BI by Microsoft Press;2023-06-26;2258;Explore the core components of Power BI to prepare for the Microsoft Power Platform Fundamentals (PL-900) certification exam.;['Microsoft Power Platform', 'Microsoft Power BI']
Data-Science;Identity Threat Protection with Sentinel: Advanced Strategies;2024-07-24;4997;Learn how to use Microsoft Sentinel for monitoring and protection against identity-based threats.;['Identity Theft', 'Sentinel', 'Personal Data Protection']
Data-Science;Picking the Right Chart for Your Data;2018-03-17;67056;Discover how to think more strategically about your data. Learn how to pick the best visual display for the type of data you're working with—and your ultimate communication goals.;['Data Visualization', 'Data Storytelling']
Data-Science;Microsoft Power Platform Developer Associate (PL-400) Cert Prep;2023-10-19;2859;Get an overview of Microsoft Power Platform and prepare for the Power Platform Developer (Pl-400) exam.;['Microsoft Power Platform', 'Microsoft Development']
Data-Science;Coding Exercises: SQL Data Science;2021-09-17;30562;Test your SQL skills with these code challenges.;['SQL']
Data-Science;Tableau and R for Analytics Projects;2019-11-12;32976;Learn how to combine the analytical strengths of R with the visualization power of Tableau to analyze and present data more effectively.;['R (Programming Language)', 'Data Analytics', 'Tableau']
Data-Science;Microsoft Dynamics 365 and the Power Platform;2019-04-16;60116;Learn how to leverage the Microsoft Power Platform—which is comprised of Microsoft Flow, Power BI, and PowerApps—with the cloud-based functions of Dynamics 365.;['Microsoft Power Platform', 'Microsoft Dynamics 365']
Data-Science;Chief Technology Officer Career Guide;2017-02-01;247353;Learn what it takes to become an effective, successful, and well-respected chief technology officer.;['Tech Career Skills', 'Executive Leadership']
Data-Science;Advanced SQL for Application Development;2020-05-27;41129;Build scalable and resilient databases to support any application. Learn how to write optimized SQL, use indexes, partition data, and use established design patterns.;['SQL', 'Application Development']
Data-Science;Foundations of Geographic Information Systems (GIS);2021-11-22;35578;Learn the basics of Geographic Information Systems (GIS), how to think about and approach problems spatially, and how GIS can be applied to your role at work.;['Geographic Information Systems (GIS)']
Data-Science;Excel: Power Query for Beginners;2021-02-09;237298;Get an intro to Power Query, a set of robust features in Microsoft Excel.;['Microsoft Power Query', 'Microsoft Excel']
Data-Science;Cryptocurrency Foundations;2022-05-05;28976;Learn the basics of cryptocurrencies—what they are, how you can invest, and the challenges ahead.;['Cryptocurrency']
Data-Science;Azure Data Fundamentals (DP-900) Cert Prep: 1 Core Data Concepts;2022-03-21;14602;Explore core concepts in data analytics as you prepare for the DP-900 Microsoft Azure Data Fundamentals certification exam.;['Data Analysis', 'Microsoft Azure']
Data-Science;Command Line Data Analysis;2023-04-27;3096;Learn to quickly explore data in the command line. Discover the power and speed of command-line tools that do not rely on graphical user interfaces.;['CLI', 'Data Analysis']
Data-Science;Manage and Optimize Big Data with Apache Iceberg;2024-08-16;1036;Learn how to use Apache Iceberg to manage and optimize large-scale data with efficiency and reliability.;['Big Data Analytics', 'Data Management', 'Data Architecture']
Data-Science;Smarter Cities: Using Data to Drive Urban Innovation;2017-07-10;58768;Learn about the future of cities and how smart cities are rising to meet the challenges of rapid urban development. Discover how to start a career in urban innovation.;['Smart Cities', 'Data-driven Decision Making', 'Urban Planning']
Data-Science;SQL Hands-On Practice: Solve Business Problems;2023-09-14;18711;Practice solving real business problems in SQL in this hands-on, interactive course with coding challenges in CoderPad.;['SQL']
Data-Science;SAS® 9.4 Cert Prep: Part 13 Processing Repetitive Code;2020-01-07;4709;Prepare to take the SAS 9.4 certification exam. Learn how to incorporate loops to reduce repetitive code in SAS.;['Data Analysis']
Data-Science;How to Use Data Visualization to Make Better Decisions—Faster;2021-06-17;54499;This course teaches business professionals who don’t create data visualizations (or who will, but are new to it) how to decipher and understand the value of charts and dashboards.;['Data Visualization', 'Data-driven Decision Making']
Data-Science;Tableau 10 for Data Scientists;2016-09-12;93884;Tableau was made for data science. Learn how to format and filter messy data, use Tableau for data analysis, and visualize data with maps and dashboards.;['Tableau']
Data-Science;Excel Power Query Tips and Techniques;2019-10-14;49357;Learn quick ways to become more organized and efficient when using Power Query, a tool inside Microsoft Excel that lets you search, connect, and shape data.;['Microsoft Power Query']
Data-Science;Data Science Foundations: Data Assessment for Predictive Modeling;2020-09-11;13712;Explore the data understanding phase of the CRISP-DM methodology for predictive modeling. Find out how to collect, describe, explore, and verify data.;['Predictive Modeling', 'CRISP-DM', 'Data Assessment']
Data-Science;Microsoft Power Apps Essential Training: The Basics;2022-06-23;59153;Learn how to create custom business applications that can run on mobile devices and web browsers—without writing a single line of code—using Microsoft Power Apps.;['Microsoft Power Apps']
Data-Science;Microsoft Power Platform Fundamentals (PL-900) Cert Prep: 5 Power Automate by Microsoft Press;2023-06-27;1216;Explore the core components of Power Automate to prepare for the Microsoft Power Platform Fundamentals (PL-900) certification exam.;['Microsoft Power Platform', 'Microsoft Power Automate']
Data-Science;Excel Statistics Essential Training: 1;2023-05-23;68724;Learn statistics with the help of Microsoft Excel.;['Statistics', 'Microsoft Excel']
Data-Science;Databricks Certified Data Engineer Associate Cert Prep: 6 Data Access with Unity Catalog;2024-01-25;1540;Boost your skills as a data science professional to prepare for the second part of the fifth section of the Databricks Certified Data Engineer Associate certification exam.;['Data Access', 'Databricks Products', 'Data Engineering']
Data-Science;Microsoft Power Platform Functional Consultant Associate (PL-200) Cert Prep;2023-07-21;5975;Develop the skills and technical know-how required to tackle the Microsoft Power Platform Functional Consultant (PL-200) certification exam.;['Microsoft Power Platform']
Data-Science;Practical A/B Testing;2024-05-06;1807;Learn how to set up A/B tests with tech expert Oluchukwu Okpala.;['A/B Testing']
Data-Science;Biometrics: Security and Privacy Considerations;2024-02-26;1810;Explore the fundamentals of biometric security and the challenges of meeting security and privacy requirements.;['Data Privacy', 'Biometrics']
Data-Science;Tableau Beyond the Basics: Growing Your Analytics and Business Intelligence Toolkit;2022-11-23;9884;Learn to create dynamic visualizations that unlock the power of Tableau to clearly communicate complex analytical insights and begin the journey to becoming a Tableau expert.;['Business Intelligence (BI)', 'Tableau']
Data-Science;Data Engineering on AWS: Data Cataloging, Processing, Analytics, and Visualization;2023-04-20;4853;Explore core concepts of data catalog, processing, analytics, and visualization in this second of a two-part series on data engineering with AWS.;['Data Engineering', 'Amazon Web Services (AWS)']
Data-Science;Regression Analysis Fundamentals;2022-09-07;16424;Explore the core concepts and basic techniques of conducting sound and actionable regression analysis.;['Regression Analysis']
Data-Science;Power BI Data Analyst (PL-300) Associate Cert Prep: Manage Workspaces on Power BI;2023-06-23;7388;Learn how to manage workspaces in Power BI and prep for the Power BI Data Analyst (PL-300) Associate Cert exam.;['Microsoft Power BI']
Data-Science;Learning Elastic Stack;2024-04-24;1681;Get up and running with Elastic Stack in this hands-on course.;['Elastic Stack (ELK)']
Data-Science;Data Visualization in Python with Dash;2022-01-13;8787;Learn about how to build powerful and attractive data visualizations in Python with Dash.;['Data Visualization', 'DASH', 'Python (Programming Language)']
Data-Science;Statistics Foundations 2: Probability;2021-04-02;92763;Learn to understand your data in beginner-friendly lessons, using probability. Topics include permutations, percentiles, how to use probability trees, and much more.;['Probability', 'Statistics']
Data-Science;Building Web3 Decentralized Apps in Ethereum;2022-08-25;5639;Learn how to build DApps for the Ethereum blockchain by building an NFT minting DApp.;['Decentralized Applications (DApps)', 'Ethereum']
Data-Science;Career Insights for Tech Professionals;2020-08-14;15827;Get targeted advice for today's software developer and tech professional, on topics such as continuous learning, communication, freelancing, and mentorship.;['Tech Career Skills', 'Career Management']
Data-Science;Designing Data Governance;2023-12-12;4053;Learn how to design a data-driven culture that unites colleagues across teams to solve your most pressing business problems with the right high-quality data at scale.;['Data Governance', 'Program Design']
Data-Science;Apache Spark Essential Training: Big Data Engineering;2024-10-01;0;This course focuses on building full-fledged solutions that combine Apache Spark with other Big Data tools to create end-to-end data pipelines.;['Data Pipelines', 'Data Engineering', 'Apache Spark', 'Big Data']
Data-Science;Cloud Computing Terms Every Beginner Should Know;2024-07-31;0;This course simplifies common cloud concepts through a series of short, engaging videos designed to help build a strong foundation of cloud computing terminology.;['Tech Career Skills', 'Cloud Computing']
Data-Science;The Data Science of Nonprofit Service Organizations, with Barton Poulson;2018-10-16;17000;Use data science to make a difference. Learn how data science can help nonprofits understand the communities they serve, fulfill their mission, and assess their impact.;['Nonprofit Organizations', 'Big Data']
Data-Science;Cert Prep: Power Automate RPA Developer (PL-500);2024-05-01;1604;An overview for those looking to earn the Power Platform RPA Developer Associate certification.;['Microsoft Power Automate', 'Robotic Process Automation (RPA)']
Data-Science;SharePoint: Mobilizing Workflows with PowerApps;2017-07-12;15480;Access your SharePoint applications wherever you go by creating a PowerApp. Learn how to access lists and workflows you've built in SharePoint on a mobile device or in a browser.;['Microsoft Power Apps', 'SharePoint']
Data-Science;Tableau Server for Analysts;2024-09-11;0;Learn how to create, manage, publish, and share reports and dashboards using Tableau Server and Tableau Online.;['Data Analysis', 'Tableau']
Data-Science;Complete Guide to Apache Kafka for Beginners;2023-05-10;21215;Learn the Apache Kafka basics. Learn how to use this enterprise-scale data streaming technology to read and write data from multiple sources—without managing multiple integrations.;['Apache Kafka']
Data-Science;Excel Statistics Essential Training: 2;2023-10-04;7938;Learn more statistics fundamentals. Find out how to perform hypothesis tests, ANOVA, regression, and correlation testing and run simulations in Microsoft Excel.;['Statistical Data Analysis', 'Microsoft Excel']
Data-Science;Global Data Stewardship;2023-05-04;5371;Learn to develop and manage data collaboration initiatives to become a responsible global data steward.;['Data Stewardship']
Data-Science;Elasticsearch in Depth;2023-03-27;5399;Learn functions of Elasticsearch that go beyond simple full-text search.;['Elasticsearch']
Data-Science;Data Wrangling in R;2021-07-22;11994;Learn about the principles of tidy data and discover how to import, transform, clean, and wrangle data using the R programming language.;['R (Programming Language)', 'Data Wrangling']
Data-Science;Low Code/No-Code Data Literacy with KNIME: From Basic to Advanced;2024-05-21;1241;Take your data literacy to the next level with tools that make sophisticated data analytics accessible to non-technical people.;['Data Literacy', 'Knime']
Data-Science;Data Platforms: Spark to Snowflake;2024-09-17;0;Get a comprehensive introduction to big data processing using Spark and Snowflake.;['Apache Spark', 'Snowflake']
Data-Science;Advanced Pandas;2021-02-01;33262;Learn the advanced functions in pandas that can help you more effectively work with your data.;['Pandas (Software)']
Data-Science;Using Data in Financial Analysis;2023-11-17;4862;Quickly create financial forecasts using big data, predictive analytics, and Microsoft Excel.;['Financial Analysis', 'Big Data Analytics', 'Financial Forecasting']
Data-Science;Power BI Data Analyst Associate (PL-300) Cert Prep: Advanced Reporting in Power BI;2023-11-02;6076;Learn about topics related to advanced reporting in Power BI that will help you prepare for the Power BI Data Analyst (PL-300) exam.;['Data Reporting', 'Microsoft Power BI', 'Data Analysis']
Data-Science;The Non-Technical Skills of Effective Data Scientists;2020-04-03;248464;Learn the nontechnical skills that effective data scientists must nurture to convert their first job into a successful, lifelong career.;['Data Science', 'Soft Skills']
Data-Science;AutoCAD Map 3D Essential Training;2018-11-09;31426;Learn how to use AutoCAD Map 3D—a free toolset in AutoCAD 2019—to enrich map data in your drawings, connect to GIS data sources, and publish map books.;['Geographic Information Systems (GIS)', 'AutoCAD']
Data-Science;Introduction to Career Skills in Data Analytics;2022-08-12;327398;Dive into data analytics to get a new job, boost your career and take on the Microsoft GSI Data Analytics certification exam.;['Tech Career Skills', 'Data Analytics']
Data-Science;Getting Started with Python for Finance;2023-04-06;54435;Get up and running as a financial analyst using Python, one of the most widely used programming languages in the world.;['Financial Analysis', 'Python (Programming Language)']
Data-Science;Metaverse and NFTs for Marketing;2022-03-28;57124;Learn about how to approach the metaverse and non-fungible tokens (NFTs) from a marketing perspective in this accessible audio-only course.;['Non-Fungible Tokens (NFTs)', 'Virtual Reality (VR)', 'Marketing Strategy']
Data-Science;Developer Career Paths and Certifications;2020-12-11;14933;Want to land a job as a developer? This course explores how to build your career in tech, covering everything from finding jobs to negotiating your compensation.;['Tech Career Skills', 'Career Management']
Data-Science;Using ChatGPT and Generative AI in FinTech;2023-11-16;11925;Learn how to leverage cutting-edge generative AI tools like ChatGPT to make more effective and profitable business decisions.;['ChatGPT', 'Generative AI', 'FinTech']
Data-Science;Excel: Power Query (Get & Transform);2024-04-18;13490;Learn about the time-saving capabilities of Power Query (Get & Transform) for easily importing, connecting, combining, and refining data in Excel with reusable queries.;['Microsoft Power Query', 'Microsoft Excel']
Data-Science;Machine Learning with Data Reduction in Excel, R, and Power BI;2022-02-09;12322;Explore data reduction techniques from machine learning and how to integrate your methods in Excel, R, and Power BI.;['Microsoft Power BI', 'R (Programming Language)', 'Machine Learning', 'Data Reduction', 'Microsoft Excel']
Data-Science;Data Ethics: Managing Your Private Customer Data;2019-11-26;40354;Learn how to make informed, ethical decisions on how to use your customer data.;['Data Privacy', 'Data Ethics']
Data-Science;Advanced Predictive Modeling: Mastering Ensembles and Metamodeling;2019-04-04;15176;Learn how to use ensembles and metamodeling to create more accurate predictive models.;['Predictive Modeling']
Data-Science;Advanced Google Analytics 4 (GA4);2024-08-08;5423;Discover the full potential of Google Analytics 4 (GA4) in this course designed for intermediate- and advanced-level users.;['Google Analytics']
Data-Science;A Career in Code: Your Career Path as a Software Developer;2022-04-15;10353;Learn how to build a strategic path for your software development career that guides you towards proven education and career development activities that advance your expertise.;['Software Development', 'Tech Career Skills']
Data-Science;Building an Ethereum Blockchain App: 10 Deployment and Maintenance;2021-08-25;4119;Learn how to deploy and maintain Ethereum apps, from choosing the best test blockchain to deploying your code to the live blockchain.;['Ethereum', 'Blockchain', 'Software Deployment']
Data-Science;The Data Science of Gaming and Fantasy Sports;2018-03-17;22498;Learn data science in a fast-paced, fun, and non-technical way. Explore how the gambling and fantasy sports industries calculate odds and turn a profit.;['Fantasy Sports', 'Statistics']
Data-Science;Creative Problem Solving for Technologists;2022-09-01;10219;Learn how technologists can solve common problems by deploying creative strategies to drive new results.;['Tech Career Skills', 'Creative Problem Solving']
Data-Science;Python in Excel: Getting Started with Data Analysis;2024-03-12;9183;Explore the core concepts and fundamental skills of working with data using Python in Microsoft Excel.;['Data Analysis', 'Microsoft Excel', 'Python (Programming Language)']
Data-Science;Advanced Hands-On Python: Working with Excel and Spreadsheet Data;2024-06-21;8058;This course demonstrates ways to use Python to work with Excel and spreadsheet data, such as reading, writing, and converting content and working with Excel workbooks, sheet data, and formulas.;['Pandas (Software)', 'Data Analysis', 'Microsoft Excel', 'Python (Programming Language)']
Data-Science;Protecting Data for Analysis and Machine Learning;2024-05-31;0;Learn the basics of data security and its potential consequences if ignored. This course is for professionals who work with data for analysis or machine learning models.;['Data Security']
Data-Science;The Data Science of Government and Political Science, with Barton Poulson;2018-01-04;17133;Explore the profound ways in which data science affects how government and our political process works.;['Big Data']
Data-Science;Microsoft Teams Integration with Project for the web and Power BI;2023-06-09;4331;Learn how to build a fully integrated project communication environment and maximize your efficiency using the powerful features of Microsoft Teams coupled with other Microsoft 365 apps.;['Microsoft Teams', 'Microsoft Power BI', 'Microsoft Project']
Data-Science;Mathematica 11 Essential Training;2017-01-24;14742;Learn how to analyze data using the Mathematica 11 environment and language.;['Mathematica']
Data-Science;Women in STEM;2014-09-26;21539;Find out what it takes to break into STEM. Meet three inspiring women with successful careers in science, technology, engineering, and math.;['Tech Career Skills', 'STEM']
Data-Science;Quick Start Guide to SQL;2022-02-16;86139;Learn the fundamentals of structured query language (SQL) in Oracle Live SQL in this approachable, beginner-friendly course.;['SQL']
Data-Science;Oracle Database 19c: Multitenant Architecture;2021-08-19;6771;This course teaches database administrators to create and effectively utilize resources within multitenant databases.;['Oracle Database', 'Data Architecture']
Data-Science;Ethical Hacking for Smart Contracts: Preventing Attacks and Securing Blockchain Code;2023-07-27;1354;Learn ethical hacking techniques to secure smart contracts and prevent attacks.;['Smart Contracts', 'Ethical Hacking']
Data-Science;Real-World GIS;2023-09-06;14157;Get practical solutions to real-world GIS challenges.;['Geographic Information Systems (GIS)']
Data-Science;Storytelling for Data and Design;2022-08-17;20047;Want to become a better storyteller? Tune into this course to learn how to visualize and convey more compelling stories, regardless of your industry, using the tools within Canva.;['Canva', 'Visual Storytelling']
Data-Science;Advanced and Specialized Statistics with Stata;2019-09-19;16018;Take a deeper dive into Stata, the popular statistics software. Explore advanced and specialized topics, from panel data modeling to interaction effects in regression models.;['Stata', 'Statistical Data Analysis']
Data-Science;Data Storytelling Basics;2022-05-04;53833;Discover the power of storytelling with data visualizations in this audio-only course adapted from the Free the Data Podcast.;['Data Storytelling']
Data-Science; More Python Tips, Tricks, and Techniques for Data Science;2020-10-01;11265;Deliver valuable insights to your users with Python. Get practical tips and techniques that can help you enhance your Python data science workflow.;['Data Science', 'Python (Programming Language)']
Data-Science;Excel: Statistical Process Control;2018-04-17;116715;Learn statistical process control techniques for Microsoft Excel. Learn how to build P charts, C charts, and X-bar R charts to measure the quality of manufacturing processes.;['Statistical Analysis', 'Microsoft Excel']
Data-Science;SQL Practice: Basic Queries;2023-09-13;29680;Practice writing basic queries in SQL in this hands-on, interactive course with coding challenges in CoderPad.;['SQL']
Data-Science;SAP BI/BW: Project Design and Implementation;2020-05-26;12324;Get a hands-on guide showing how to build real-world supply chain management solutions with SAP Business Intelligence (BI) and Business Warehouse (BW).;['SAP Business Warehouse (SAP BW)', 'SAP BI']
Data-Science;Microsoft Power Platform Fundamentals (PL-900) Cert Prep: Power Automate;2023-05-03;11032;Learn to automate cloud flows and processes using Microsoft Power Automate, as you prepare for the Microsoft Power Platform Fundamentals (PL-900) certification exam.;['Microsoft Power Platform', 'Microsoft Power Automate']
Data-Science;SAP Accounts Payable Boot Camp;2019-07-11;81844;Discover how to effectively manage accounts payable (AP) tasks and transactions as a new SAP Finance user. Learn how to enter and review POs, grasp basic AP reporting, and more.;['SAP Products', 'Accounts Payable (AP)']
Data-Science;Microsoft Power Automate: Advanced Business Automation;2022-08-30;20041;Explore advanced business automation options with Microsoft Power Automate Flows.;['Microsoft Power Automate']
Data-Science;Becoming a Data Analyst (Whether That Word Is in Your Title or Not);2024-01-02;3909;Learn about the key skills and mindset needed to become a successful data analyst.;['Tech Career Skills', 'Data Analysis']
Data-Science;Advanced SQL: Solving Interpolation Challenges;2021-10-12;3052;Learn about the mathematical foundations of interpolation, some common challenges that involve interpolations, and several elegant ways to solve them.;['SQL']
Data-Science;Data Modeling in MongoDB;2022-04-06;3966;Explore the process of modeling data with MongoDB, a leading noSQL database, in this project-based course.;['Data Modeling', 'MongoDB']
Data-Science;Microsoft PowerApps: Using the Common Data Service;2019-03-21;26284;Learn how to use the Common Data Service for Apps, the storage solution used to power data-driven applications for Microsoft Dynamics, SharePoint, and Office 365.;['Microsoft Power Apps']
Data-Science;Tech Simplified: Everyday Tech Questions;2019-03-25;28831;Get simple answers to everyday tech questions. Find out if Wi-Fi is trustworthy, why your computer is slow, what you should do about suspicious email, and more.;['Computer Literacy', 'Tech Career Skills']
Data-Science;ETL and ELT in PostgreSQL;2022-09-26;9079;Get an overview of ETL/ELT processes, the differences between the approaches, and how you can use them to structure your data pipeline.;['PostgreSQL', 'Extract, Transform, Load (ETL)']
Data-Science;Excel 2016: Managing and Analyzing Data;2016-08-01;161803;Learn easy-to-use commands, features, and functions for managing and analyzing large amounts of data in Excel 2016.;['Data Analysis', 'Microsoft Excel']
Data-Science;Wavelet Analysis: Concepts with Wolfram Language;2024-01-04;0;Learn how the Wolfram Language can be used to construct, compute, visualize, and analyze wavelet transforms and related functions.;['Wolfram Language', 'Data Analysis', 'Wavelets']
Data-Science;Marketing Analytics: Presenting Digital Marketing Data;2021-02-23;41794;Learn how to design and present impactful, data-driven presentations that are targeted to your specific audience.;['Marketing Analytics']
Data-Science;Data Visualization: Best Practices;2021-12-13;48533;Learn how to build accurate, compelling data visualizations, as well as charts and graphs that look great and stand up to analysis.;['Data Visualization']
Data-Science;Financial Forecasting with Analytics Essential Training;2021-09-22;69896;Discover how to use Microsoft Excel to quickly create financial forecasts with analytics and big data.;['Business Analytics', 'Financial Forecasting']
Data-Science;Complete Guide to NLP with R;2024-08-01;1962;Find out how to use the R programming language to implement natural language processing (NLP) algorithms.;['Natural Language Processing (NLP)', 'R (Programming Language)']
Data-Science;Building a Data-Driven Culture;2023-09-18;6377;Learn what it means to have a data-driven culture, and what it takes to cultivate such a culture in your company.;['Data-driven Decision Making', 'Organizational Culture']
Data-Science;Turning Data into Strategies;2024-07-09;3360;Learn how to transform raw data into actionable strategies that drive success and give you the ability to make informed decisions for business growth.;['Development of Strategy', 'Strategic Data Analysis', 'Data Analysis']
Data-Science;Build Advanced Charts in R;2023-08-22;1692;Learn how to create advanced data visualizations in R to tell more effective and compelling stories.;['Data Visualization', 'R (Programming Language)']
Data-Science;Complete Guide to AI and Data Science for SQL Developers: From Beginner to Advanced;2024-01-04;6699;Learn how to use SQL for AI and data science. Practice what you learn with Codespaces and a capstone project.;['Applied Machine Learning', 'SQL', 'Artificial Intelligence (AI)']
Data-Science;AI Fundamentals for Data Professionals;2023-12-15;10960;Discover the fundamental skills, tools, and concepts of AI in this course designed for data professionals.;['Data Science', 'Artificial Intelligence (AI)']
Data-Science;Databricks Certified Data Engineer Associate Cert Prep: 3 Incremental Data Processing;2024-01-24;1907;Boost your skills as a data science professional to prepare for the third section of the Databricks Certified Data Engineer Associate certification exam.;['Databricks Products', 'Data Processing', 'Data Engineering']
Data-Science;Data-Driven Decision-Making for Business Professionals;2020-12-15;130598;Learn how to use data to draw out powerful conclusions. This course identifies what you need for smart, data-driven decision-making.;['Data-driven Decision Making']
Data-Science;Data Visualization Tips and Tricks;2016-11-24;139651;Do data viz the right way every time. Get data visualization tips to choose the right visualization, chart relationships, visualize data distributions, create maps, and more.;['Data Visualization']
Data-Science;MySQL for Data Engineering;2024-06-24;0;Explore MySQL for data engineering and learn Linux hacker-style coding.;['Data Engineering', 'MySQL']
Data-Science;Becoming a Good Data Science Customer;2024-04-03;1909;Get an overview of the most critical questions and tools to probe data scientists about key topics related to data collection, data storage, data analysis, data modeling, ethics and more.;['Data Science', 'Cross-team Collaboration', 'Communication']
Data-Science;Data Pipeline Automation with GitHub Actions Using R and Python;2024-04-23;3534;Learn how to set up workflows on GitHub Actions to automate processes with both R and Python.;['Data Pipelines', 'R (Programming Language)', 'GitHub', 'Python (Programming Language)']
Data-Science;Python in Excel for Financial Professionals;2024-04-09;2579;This course empowers finance professionals with the skills to seamlessly integrate Python with Excel for data manipulation, analysis, and reporting.;['Data Visualization', 'Data Analysis', 'Microsoft Excel', 'Python (Programming Language)']
Data-Science;SAP ERP Essential Training;2020-11-04;378152;Get started with SAP ERP. Learn about the different modules in this enterprise resource planning platform, as well as basic end-user navigation and reporting in SAP ERP.;['Enterprise Resource Planning (ERP)', 'SAP ERP']
Data-Science;Statistics Foundations 3: Using Data Sets;2022-07-15;59169;Go beyond the basics of statistics with practical, example-based lessons to learn how data sets and statistics are used in the real world.;['Statistical Data Analysis', 'Statistics']
Data-Science;Starting Your Career as a Financial Analyst;2022-05-16;58729;Learn about career opportunities as a financial analyst in this audio-only course adapted from the Free the Data Podcast.;['Financial Analysis', 'Career Management']
